ecosystem,library,test_name,iteration,outcome,leak_probability,samples,elapsed_sec,timestamp
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,9,INCONCLUSIVE,0.0,0,2,2026-02-06T11:40:33+00:00
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,10,PASS,0.5,6000,2,2026-02-06T11:40:35+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,1,INCONCLUSIVE,0.0,0,0,2026-02-06T11:40:35+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,2,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:36+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,3,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:37+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,4,PASS,9.9,6000,1,2026-02-06T11:40:38+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,5,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:39+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,6,INCONCLUSIVE,0.0,0,2,2026-02-06T11:40:41+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,7,PASS,0.0,6000,0,2026-02-06T11:40:41+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,8,PASS,0.0,6000,1,2026-02-06T11:40:42+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,9,PASS,6.8,6000,1,2026-02-06T11:40:43+00:00
Rust,dalek,dalek::x25519::x25519_scalar_clamping_constant_time,10,PASS,0.1,6000,1,2026-02-06T11:40:44+00:00
Rust,dalek,dalek::x25519::x25519_scalar_mult_constant_time,1,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:45+00:00
Rust,dalek,dalek::x25519::x25519_scalar_mult_constant_time,2,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:46+00:00
Rust,dalek,dalek::x25519::x25519_scalar_mult_constant_time,3,PASS,11.2,6000,1,2026-02-06T11:40:47+00:00
